GNP.deflator,GNP,Unemployed,Armed.Forces,Population,Employed
381.3851471,2974.613815,1952.313529,1019.990588,298.2276603,154.5227147
383.6317647,2995.392251,1965.429853,1026.089559,299.6798985,155.2392265
385.8783824,3016.170688,1978.546176,1032.188529,301.1321368,155.9557382
388.125,3036.949125,1991.6625,1038.2875,302.584375,156.67225
390.3716176,3057.727562,2004.778824,1044.386471,304.0366132,157.3887618
392.6182353,3078.505999,2017.895147,1050.485441,305.4888515,158.1052735
394.8648529,3099.284435,2031.011471,1056.584412,306.9410897,158.8217853
397.1114706,3120.062872,2044.127794,1062.683382,308.3933279,159.5382971
399.3580882,3140.841309,2057.244118,1068.782353,309.8455662,160.2548088
401.6047059,3161.619746,2070.360441,1074.881324,311.2978044,160.9713206
403.8513235,3182.398182,2083.476765,1080.980294,312.7500426,161.6878324
406.0979412,3203.176619,2096.593088,1087.079265,314.2022809,162.4043441
408.3445588,3223.955056,2109.709412,1093.178235,315.6545191,163.1208559
410.5911765,3244.733493,2122.825735,1099.277206,317.1067574,163.8373676
412.8377941,3265.511929,2135.942059,1105.376176,318.5589956,164.5538794
415.0844118,3286.290366,2149.058382,1111.475147,320.0112338,165.2703912
417.3310294,3307.068803,2162.174706,1117.574118,321.4634721,165.9869029
419.5776471,3327.84724,2175.291029,1123.673088,322.9157103,166.7034147
421.8242647,3348.625676,2188.407353,1129.772059,324.3679485,167.4199265
424.0708824,3369.404113,2201.523676,1135.871029,325.8201868,168.1364382
426.3175,3390.18255,2214.64,1141.97,327.272425,168.85295
428.5641176,3410.960987,2227.756324,1148.068971,328.7246632,169.5694618
430.8107353,3431.739424,2240.872647,1154.167941,330.1769015,170.2859735
433.0573529,3452.51786,2253.988971,1160.266912,331.6291397,171.0024853
435.3039706,3473.296297,2267.105294,1166.365882,333.0813779,171.7189971
437.5505882,3494.074734,2280.221618,1172.464853,334.5336162,172.4355088
439.7972059,3514.853171,2293.337941,1178.563824,335.9858544,173.1520206
442.0438235,3535.631607,2306.454265,1184.662794,337.4380926,173.8685324
444.2904412,3556.410044,2319.570588,1190.761765,338.8903309,174.5850441
446.5370588,3577.188481,2332.686912,1196.860735,340.3425691,175.3015559
448.7836765,3597.966918,2345.803235,1202.959706,341.7948074,176.0180676
451.0302941,3618.745354,2358.919559,1209.058676,343.2470456,176.7345794
453.2769118,3639.523791,2372.035882,1215.157647,344.6992838,177.4510912
455.5235294,3660.302228,2385.152206,1221.256618,346.1515221,178.1676029
457.7701471,3681.080665,2398.268529,1227.355588,347.6037603,178.8841147
460.0167647,3701.859101,2411.384853,1233.454559,349.0559985,179.6006265
462.2633824,3722.637538,2424.501176,1239.553529,350.5082368,180.3171382
464.51,3743.415975,2437.6175,1245.6525,351.960475,181.03365
466.7566176,3764.194412,2450.733824,1251.751471,353.4127132,181.7501618
469.0032353,3784.972849,2463.850147,1257.850441,354.8649515,182.4666735
471.2498529,3805.751285,2476.966471,1263.949412,356.3171897,183.1831853
473.4964706,3826.529722,2490.082794,1270.048382,357.7694279,183.8996971
475.7430882,3847.308159,2503.199118,1276.147353,359.2216662,184.6162088
477.9897059,3868.086596,2516.315441,1282.246324,360.6739044,185.3327206
480.2363235,3888.865032,2529.431765,1288.345294,362.1261426,186.0492324
482.4829412,3909.643469,2542.548088,1294.444265,363.5783809,186.7657441
484.7295588,3930.421906,2555.664412,1300.543235,365.0306191,187.4822559
486.9761765,3951.200343,2568.780735,1306.642206,366.4828574,188.1987676
489.2227941,3971.978779,2581.897059,1312.741176,367.9350956,188.9152794
491.4694118,3992.757216,2595.013382,1318.840147,369.3873338,189.6317912
493.7160294,4013.535653,2608.129706,1324.939118,370.8395721,190.3483029
495.9626471,4034.31409,2621.246029,1331.038088,372.2918103,191.0648147
498.2092647,4055.092526,2634.362353,1337.137059,373.7440485,191.7813265
500.4558824,4075.870963,2647.478676,1343.236029,375.1962868,192.4978382
502.7025,4096.6494,2660.595,1349.335,376.648525,193.21435
504.9491176,4117.427837,2673.711324,1355.433971,378.1007632,193.9308618
507.1957353,4138.206274,2686.827647,1361.532941,379.5530015,194.6473735
509.4423529,4158.98471,2699.943971,1367.631912,381.0052397,195.3638853
511.6889706,4179.763147,2713.060294,1373.730882,382.4574779,196.0803971
513.9355882,4200.541584,2726.176618,1379.829853,383.9097162,196.7969088
516.1822059,4221.320021,2739.292941,1385.928824,385.3619544,197.5134206
518.4288235,4242.098457,2752.409265,1392.027794,386.8141926,198.2299324
520.6754412,4262.876894,2765.525588,1398.126765,388.2664309,198.9464441
522.9220588,4283.655331,2778.641912,1404.225735,389.7186691,199.6629559
525.1686765,4304.433768,2791.758235,1410.324706,391.1709074,200.3794676
527.4152941,4325.212204,2804.874559,1416.423676,392.6231456,201.0959794
529.6619118,4345.990641,2817.990882,1422.522647,394.0753838,201.8124912
531.9085294,4366.769078,2831.107206,1428.621618,395.5276221,202.5290029
534.1551471,4387.547515,2844.223529,1434.720588,396.9798603,203.2455147
536.4017647,4408.325951,2857.339853,1440.819559,398.4320985,203.9620265
538.6483824,4429.104388,2870.456176,1446.918529,399.8843368,204.6785382
540.895,4449.882825,2883.5725,1453.0175,401.336575,205.39505
543.1416176,4470.661262,2896.688824,1459.116471,402.7888132,206.1115618
545.3882353,4491.439699,2909.805147,1465.215441,404.2410515,206.8280735
547.6348529,4512.218135,2922.921471,1471.314412,405.6932897,207.5445853
549.8814706,4532.996572,2936.037794,1477.413382,407.1455279,208.2610971
552.1280882,4553.775009,2949.154118,1483.512353,408.5977662,208.9776088
554.3747059,4574.553446,2962.270441,1489.611324,410.0500044,209.6941206
556.6213235,4595.331882,2975.386765,1495.710294,411.5022426,210.4106324
558.8679412,4616.110319,2988.503088,1501.809265,412.9544809,211.1271441
561.1145588,4636.888756,3001.619412,1507.908235,414.4067191,211.8436559
563.3611765,4657.667193,3014.735735,1514.007206,415.8589574,212.5601676
565.6077941,4678.445629,3027.852059,1520.106176,417.3111956,213.2766794
567.8544118,4699.224066,3040.968382,1526.205147,418.7634338,213.9931912
570.1010294,4720.002503,3054.084706,1532.304118,420.2156721,214.7097029
572.3476471,4740.78094,3067.201029,1538.403088,421.6679103,215.4262147
574.5942647,4761.559376,3080.317353,1544.502059,423.1201485,216.1427265
576.8408824,4782.337813,3093.433676,1550.601029,424.5723868,216.8592382
579.0875,4803.11625,3106.55,1556.7,426.024625,217.57575
581.3341176,4823.894687,3119.666324,1562.798971,427.4768632,218.2922618
583.5807353,4844.673124,3132.782647,1568.897941,428.9291015,219.0087735
585.8273529,4865.45156,3145.898971,1574.996912,430.3813397,219.7252853
588.0739706,4886.229997,3159.015294,1581.095882,431.8335779,220.4417971
590.3205882,4907.008434,3172.131618,1587.194853,433.2858162,221.1583088
592.5672059,4927.786871,3185.247941,1593.293824,434.7380544,221.8748206
594.8138235,4948.565307,3198.364265,1599.392794,436.1902926,222.5913324
597.0604412,4969.343744,3211.480588,1605.491765,437.6425309,223.3078441
599.3070588,4990.122181,3224.596912,1611.590735,439.0947691,224.0243559
601.5536765,5010.900618,3237.713235,1617.689706,440.5470074,224.7408676
603.8002941,5031.679054,3250.829559,1623.788676,441.9992456,225.4573794
606.0469118,5052.457491,3263.945882,1629.887647,443.4514838,226.1738912
608.2935294,5073.235928,3277.062206,1635.986618,444.9037221,226.8904029
610.5401471,5094.014365,3290.178529,1642.085588,446.3559603,227.6069147
612.7867647,5114.792801,3303.294853,1648.184559,447.8081985,228.3234265
615.0333824,5135.571238,3316.411176,1654.283529,449.2604368,229.0399382
617.28,5156.349675,3329.5275,1660.3825,450.712675,229.75645
619.5266176,5177.128112,3342.643824,1666.481471,452.1649132,230.4729618
621.7732353,5197.906549,3355.760147,1672.580441,453.6171515,231.1894735
624.0198529,5218.684985,3368.876471,1678.679412,455.0693897,231.9059853
626.2664706,5239.463422,3381.992794,1684.778382,456.5216279,232.6224971
628.5130882,5260.241859,3395.109118,1690.877353,457.9738662,233.3390088
630.7597059,5281.020296,3408.225441,1696.976324,459.4261044,234.0555206
633.0063235,5301.798732,3421.341765,1703.075294,460.8783426,234.7720324
635.2529412,5322.577169,3434.458088,1709.174265,462.3305809,235.4885441
637.4995588,5343.355606,3447.574412,1715.273235,463.7828191,236.2050559
639.7461765,5364.134043,3460.690735,1721.372206,465.2350574,236.9215676
641.9927941,5384.912479,3473.807059,1727.471176,466.6872956,237.6380794
644.2394118,5405.690916,3486.923382,1733.570147,468.1395338,238.3545912
646.4860294,5426.469353,3500.039706,1739.669118,469.5917721,239.0711029
648.7326471,5447.24779,3513.156029,1745.768088,471.0440103,239.7876147
650.9792647,5468.026226,3526.272353,1751.867059,472.4962485,240.5041265
653.2258824,5488.804663,3539.388676,1757.966029,473.9484868,241.2206382
655.4725,5509.5831,3552.505,1764.065,475.400725,241.93715
657.7191176,5530.361537,3565.621324,1770.163971,476.8529632,242.6536618
659.9657353,5551.139974,3578.737647,1776.262941,478.3052015,243.3701735
662.2123529,5571.91841,3591.853971,1782.361912,479.7574397,244.0866853
664.4589706,5592.696847,3604.970294,1788.460882,481.2096779,244.8031971
666.7055882,5613.475284,3618.086618,1794.559853,482.6619162,245.5197088
668.9522059,5634.253721,3631.202941,1800.658824,484.1141544,246.2362206
671.1988235,5655.032157,3644.319265,1806.757794,485.5663926,246.9527324
673.4454412,5675.810594,3657.435588,1812.856765,487.0186309,247.6692441
675.6920588,5696.589031,3670.551912,1818.955735,488.4708691,248.3857559
677.9386765,5717.367468,3683.668235,1825.054706,489.9231074,249.1022676
680.1852941,5738.145904,3696.784559,1831.153676,491.3753456,249.8187794
682.4319118,5758.924341,3709.900882,1837.252647,492.8275838,250.5352912
684.6785294,5779.702778,3723.017206,1843.351618,494.2798221,251.2518029
686.9251471,5800.481215,3736.133529,1849.450588,495.7320603,251.9683147
689.1717647,5821.259651,3749.249853,1855.549559,497.1842985,252.6848265
691.4183824,5842.038088,3762.366176,1861.648529,498.6365368,253.4013382
693.665,5862.816525,3775.4825,1867.7475,500.088775,254.11785
695.9116176,5883.594962,3788.598824,1873.846471,501.5410132,254.8343618
698.1582353,5904.373399,3801.715147,1879.945441,502.9932515,255.5508735
700.4048529,5925.151835,3814.831471,1886.044412,504.4454897,256.2673853
702.6514706,5945.930272,3827.947794,1892.143382,505.8977279,256.9838971
704.8980882,5966.708709,3841.064118,1898.242353,507.3499662,257.7004088
707.1447059,5987.487146,3854.180441,1904.341324,508.8022044,258.4169206
709.3913235,6008.265582,3867.296765,1910.440294,510.2544426,259.1334324
711.6379412,6029.044019,3880.413088,1916.539265,511.7066809,259.8499441
713.8845588,6049.822456,3893.529412,1922.638235,513.1589191,260.5664559
716.1311765,6070.600893,3906.645735,1928.737206,514.6111574,261.2829676
718.3777941,6091.379329,3919.762059,1934.836176,516.0633956,261.9994794
720.6244118,6112.157766,3932.878382,1940.935147,517.5156338,262.7159912
722.8710294,6132.936203,3945.994706,1947.034118,518.9678721,263.4325029
725.1176471,6153.71464,3959.111029,1953.133088,520.4201103,264.1490147
727.3642647,6174.493076,3972.227353,1959.232059,521.8723485,264.8655265
729.6108824,6195.271513,3985.343676,1965.331029,523.3245868,265.5820382
731.8575,6216.04995,3998.46,1971.43,524.776825,266.29855
734.1041176,6236.828387,4011.576324,1977.528971,526.2290632,267.0150618
736.3507353,6257.606824,4024.692647,1983.627941,527.6813015,267.7315735
738.5973529,6278.38526,4037.808971,1989.726912,529.1335397,268.4480853
740.8439706,6299.163697,4050.925294,1995.825882,530.5857779,269.1645971
743.0905882,6319.942134,4064.041618,2001.924853,532.0380162,269.8811088
745.3372059,6340.720571,4077.157941,2008.023824,533.4902544,270.5976206
747.5838235,6361.499007,4090.274265,2014.122794,534.9424926,271.3141324
749.8304412,6382.277444,4103.390588,2020.221765,536.3947309,272.0306441
752.0770588,6403.055881,4116.506912,2026.320735,537.8469691,272.7471559
754.3236765,6423.834318,4129.623235,2032.419706,539.2992074,273.4636676
756.5702941,6444.612754,4142.739559,2038.518676,540.7514456,274.1801794
758.8169118,6465.391191,4155.855882,2044.617647,542.2036838,274.8966912
761.0635294,6486.169628,4168.972206,2050.716618,543.6559221,275.6132029
763.3101471,6506.948065,4182.088529,2056.815588,545.1081603,276.3297147
765.5567647,6527.726501,4195.204853,2062.914559,546.5603985,277.0462265
767.8033824,6548.504938,4208.321176,2069.013529,548.0126368,277.7627382
770.05,6569.283375,4221.4375,2075.1125,549.464875,278.47925
772.2966176,6590.061812,4234.553824,2081.211471,550.9171132,279.1957618
774.5432353,6610.840249,4247.670147,2087.310441,552.3693515,279.9122735
776.7898529,6631.618685,4260.786471,2093.409412,553.8215897,280.6287853
779.0364706,6652.397122,4273.902794,2099.508382,555.2738279,281.3452971
781.2830882,6673.175559,4287.019118,2105.607353,556.7260662,282.0618088
783.5297059,6693.953996,4300.135441,2111.706324,558.1783044,282.7783206
785.7763235,6714.732432,4313.251765,2117.805294,559.6305426,283.4948324
788.0229412,6735.510869,4326.368088,2123.904265,561.0827809,284.2113441
790.2695588,6756.289306,4339.484412,2130.003235,562.5350191,284.9278559
792.5161765,6777.067743,4352.600735,2136.102206,563.9872574,285.6443676
794.7627941,6797.846179,4365.717059,2142.201176,565.4394956,286.3608794
797.0094118,6818.624616,4378.833382,2148.300147,566.8917338,287.0773912
799.2560294,6839.403053,4391.949706,2154.399118,568.3439721,287.7939029
801.5026471,6860.18149,4405.066029,2160.498088,569.7962103,288.5104147
803.7492647,6880.959926,4418.182353,2166.597059,571.2484485,289.2269265
805.9958824,6901.738363,4431.298676,2172.696029,572.7006868,289.9434382
808.2425,6922.5168,4444.415,2178.795,574.152925,290.65995
810.4891176,6943.295237,4457.531324,2184.893971,575.6051632,291.3764618
812.7357353,6964.073674,4470.647647,2190.992941,577.0574015,292.0929735
814.9823529,6984.85211,4483.763971,2197.091912,578.5096397,292.8094853
817.2289706,7005.630547,4496.880294,2203.190882,579.9618779,293.5259971
819.4755882,7026.408984,4509.996618,2209.289853,581.4141162,294.2425088
821.7222059,7047.187421,4523.112941,2215.388824,582.8663544,294.9590206
823.9688235,7067.965857,4536.229265,2221.487794,584.3185926,295.6755324
826.2154412,7088.744294,4549.345588,2227.586765,585.7708309,296.3920441
828.4620588,7109.522731,4562.461912,2233.685735,587.2230691,297.1085559
830.7086765,7130.301168,4575.578235,2239.784706,588.6753074,297.8250676
832.9552941,7151.079604,4588.694559,2245.883676,590.1275456,298.5415794
835.2019118,7171.858041,4601.810882,2251.982647,591.5797838,299.2580912
837.4485294,7192.636478,4614.927206,2258.081618,593.0320221,299.9746029
839.6951471,7213.414915,4628.043529,2264.180588,594.4842603,300.6911147
841.9417647,7234.193351,4641.159853,2270.279559,595.9364985,301.4076265
844.1883824,7254.971788,4654.276176,2276.378529,597.3887368,302.1241382
846.435,7275.750225,4667.3925,2282.4775,598.840975,302.84065
848.6816176,7296.528662,4680.508824,2288.576471,600.2932132,303.5571618
850.9282353,7317.307099,4693.625147,2294.675441,601.7454515,304.2736735
853.1748529,7338.085535,4706.741471,2300.774412,603.1976897,304.9901853
855.4214706,7358.863972,4719.857794,2306.873382,604.6499279,305.7066971
857.6680882,7379.642409,4732.974118,2312.972353,606.1021662,306.4232088
859.9147059,7400.420846,4746.090441,2319.071324,607.5544044,307.1397206
862.1613235,7421.199282,4759.206765,2325.170294,609.0066426,307.8562324
864.4079412,7441.977719,4772.323088,2331.269265,610.4588809,308.5727441
866.6545588,7462.756156,4785.439412,2337.368235,611.9111191,309.2892559
868.9011765,7483.534593,4798.555735,2343.467206,613.3633574,310.0057676
871.1477941,7504.313029,4811.672059,2349.566176,614.8155956,310.7222794
873.3944118,7525.091466,4824.788382,2355.665147,616.2678338,311.4387912
875.6410294,7545.869903,4837.904706,2361.764118,617.7200721,312.1553029
877.8876471,7566.64834,4851.021029,2367.863088,619.1723103,312.8718147
880.1342647,7587.426776,4864.137353,2373.962059,620.6245485,313.5883265
882.3808824,7608.205213,4877.253676,2380.061029,622.0767868,314.3048382
884.6275,7628.98365,4890.37,2386.16,623.529025,315.02135
886.8741176,7649.762087,4903.486324,2392.258971,624.9812632,315.7378618
889.1207353,7670.540524,4916.602647,2398.357941,626.4335015,316.4543735
891.3673529,7691.31896,4929.718971,2404.456912,627.8857397,317.1708853
893.6139706,7712.097397,4942.835294,2410.555882,629.3379779,317.8873971
895.8605882,7732.875834,4955.951618,2416.654853,630.7902162,318.6039088
898.1072059,7753.654271,4969.067941,2422.753824,632.2424544,319.3204206
900.3538235,7774.432707,4982.184265,2428.852794,633.6946926,320.0369324
902.6004412,7795.211144,4995.300588,2434.951765,635.1469309,320.7534441
904.8470588,7815.989581,5008.416912,2441.050735,636.5991691,321.4699559
907.0936765,7836.768018,5021.533235,2447.149706,638.0514074,322.1864676
909.3402941,7857.546454,5034.649559,2453.248676,639.5036456,322.9029794
911.5869118,7878.324891,5047.765882,2459.347647,640.9558838,323.6194912
913.8335294,7899.103328,5060.882206,2465.446618,642.4081221,324.3360029
916.0801471,7919.881765,5073.998529,2471.545588,643.8603603,325.0525147
918.3267647,7940.660201,5087.114853,2477.644559,645.3125985,325.7690265
920.5733824,7961.438638,5100.231176,2483.743529,646.7648368,326.4855382
922.82,7982.217075,5113.3475,2489.8425,648.217075,327.20205
925.0666176,8002.995512,5126.463824,2495.941471,649.6693132,327.9185618
927.3132353,8023.773949,5139.580147,2502.040441,651.1215515,328.6350735
929.5598529,8044.552385,5152.696471,2508.139412,652.5737897,329.3515853
931.8064706,8065.330822,5165.812794,2514.238382,654.0260279,330.0680971
934.0530882,8086.109259,5178.929118,2520.337353,655.4782662,330.7846088
936.2997059,8106.887696,5192.045441,2526.436324,656.9305044,331.5011206
938.5463235,8127.666132,5205.161765,2532.535294,658.3827426,332.2176324
940.7929412,8148.444569,5218.278088,2538.634265,659.8349809,332.9341441
943.0395588,8169.223006,5231.394412,2544.733235,661.2872191,333.6506559
945.2861765,8190.001443,5244.510735,2550.832206,662.7394574,334.3671676
947.5327941,8210.779879,5257.627059,2556.931176,664.1916956,335.0836794
949.7794118,8231.558316,5270.743382,2563.030147,665.6439338,335.8001912
952.0260294,8252.336753,5283.859706,2569.129118,667.0961721,336.5167029
954.2726471,8273.11519,5296.976029,2575.228088,668.5484103,337.2332147
956.5192647,8293.893626,5310.092353,2581.327059,670.0006485,337.9497265
958.7658824,8314.672063,5323.208676,2587.426029,671.4528868,338.6662382
961.0125,8335.4505,5336.325,2593.525,672.905125,339.38275
963.2591176,8356.228937,5349.441324,2599.623971,674.3573632,340.0992618
965.5057353,8377.007374,5362.557647,2605.722941,675.8096015,340.8157735
967.7523529,8397.78581,5375.673971,2611.821912,677.2618397,341.5322853
969.9989706,8418.564247,5388.790294,2617.920882,678.7140779,342.2487971
972.2455882,8439.342684,5401.906618,2624.019853,680.1663162,342.9653088
